,label
10520,True
28673,Fake
10675,True
12624,True
36307,Fake
17188,True
4274,True
7352,True
31814,Fake
18963,True
25741,Fake
94,True
20012,True
40329,Fake
22577,Fake
6677,True
37966,Fake
7136,True
28100,Fake
20196,True
21347,True
14319,True
32788,Fake
19684,True
7912,True
22413,Fake
23300,Fake
39093,Fake
9363,True
3660,True
14941,True
6429,True
8516,True
14925,True
31525,Fake
20697,True
40780,Fake
42871,Fake
17355,True
35795,Fake
11171,True
29824,Fake
7359,True
13889,True
41886,Fake
18938,True
30595,Fake
27384,Fake
17030,True
26730,Fake
13552,True
16518,True
35577,Fake
5840,True
6888,True
43268,Fake
24994,Fake
14266,True
24927,Fake
40475,Fake
14047,True
43455,Fake
30456,Fake
35368,Fake
35705,Fake
9154,True
32762,Fake
17,True
5720,True
13808,True
17029,True
13717,True
17387,True
43791,Fake
19322,True
10554,True
30980,Fake
44800,Fake
38684,Fake
9476,True
7871,True
34433,Fake
13036,True
33762,Fake
36339,Fake
13917,True
30558,Fake
4417,True
27568,Fake
27991,Fake
23608,Fake
42353,Fake
41023,Fake
44656,Fake
27992,Fake
30599,Fake
15587,True
24253,Fake
16583,True
22564,Fake
5396,True
34295,Fake
36415,Fake
15777,True
19348,True
13468,True
10937,True
44288,Fake
36097,Fake
23434,Fake
6747,True
43716,Fake
32447,Fake
23660,Fake
30004,Fake
25058,Fake
11120,True
12066,True
20514,True
16599,True
1403,True
2412,True
9535,True
7325,True
40524,Fake
44168,Fake
40071,Fake
13555,True
13312,True
35287,Fake
31188,Fake
20069,True
36424,Fake
22806,Fake
39912,Fake
20628,True
25950,Fake
23234,Fake
4388,True
25121,Fake
30278,Fake
8469,True
4393,True
41365,Fake
16584,True
10697,True
1489,True
13187,True
23155,Fake
41196,Fake
15372,True
29861,Fake
2115,True
8454,True
41765,Fake
23056,Fake
4309,True
34383,Fake
44547,Fake
10031,True
21792,Fake
16916,True
31620,Fake
4341,True
16126,True
25025,Fake
32251,Fake
27785,Fake
15396,True
11605,True
20023,True
40486,Fake
31049,Fake
36204,Fake
36786,Fake
40009,Fake
36303,Fake
4973,True
42547,Fake
4628,True
1591,True
5998,True
43576,Fake
18022,True
30070,Fake
14218,True
30968,Fake
16521,True
24608,Fake
44504,Fake
39573,Fake
11571,True
43256,Fake
16458,True
41324,Fake
34749,Fake
39130,Fake
29995,Fake
9364,True
37078,Fake
18717,True
38781,Fake
35516,Fake
35740,Fake
12223,True
502,True
32756,Fake
877,True
21018,True
35819,Fake
2820,True
32240,Fake
20579,True
2476,True
27669,Fake
34664,Fake
36596,Fake
16674,True
2684,True
6174,True
43682,Fake
37169,Fake
6018,True
5606,True
6537,True
1399,True
34929,Fake
1579,True
42409,Fake
31369,Fake
8028,True
16979,True
20602,True
26518,Fake
14145,True
8125,True
3963,True
11521,True
20166,True
13544,True
25540,Fake
16862,True
21164,True
36743,Fake
36463,Fake
3888,True
21037,True
14231,True
27740,Fake
2274,True
23386,Fake
18845,True
18068,True
3492,True
34798,Fake
14581,True
2146,True
8646,True
23418,Fake
17125,True
8233,True
24789,Fake
23637,Fake
19669,True
6601,True
13259,True
5434,True
36656,Fake
5498,True
8096,True
15705,True
37411,Fake
26794,Fake
7134,True
14306,True
13848,True
5851,True
1480,True
39022,Fake
24011,Fake
34059,Fake
11476,True
26790,Fake
9849,True
8600,True
28343,Fake
6812,True
12085,True
19176,True
26188,Fake
9370,True
4669,True
19373,True
44325,Fake
39830,Fake
17243,True
17690,True
36059,Fake
13791,True
26367,Fake
3027,True
19384,True
30326,Fake
44351,Fake
7429,True
32427,Fake
9358,True
38476,Fake
40161,Fake
9016,True
2469,True
25216,Fake
39763,Fake
16304,True
23440,Fake
21440,Fake
5813,True
41215,Fake
23779,Fake
35605,Fake
32858,Fake
34194,Fake
9683,True
21875,Fake
40178,Fake
44831,Fake
14833,True
4593,True
32889,Fake
37532,Fake
40429,Fake
13976,True
11977,True
40541,Fake
35314,Fake
3113,True
36917,Fake
4329,True
43,True
4718,True
36995,Fake
11087,True
43237,Fake
34895,Fake
25154,Fake
22600,Fake
33056,Fake
35323,Fake
4680,True
26882,Fake
11048,True
30604,Fake
16564,True
21987,Fake
40476,Fake
35061,Fake
34502,Fake
16580,True
13853,True
21765,Fake
31130,Fake
1710,True
40948,Fake
23025,Fake
44186,Fake
21173,True
11495,True
37026,Fake
13054,True
1128,True
21136,True
34919,Fake
32460,Fake
41528,Fake
16811,True
31229,Fake
37019,Fake
30758,Fake
12342,True
11990,True
5894,True
36010,Fake
41171,Fake
24665,Fake
13743,True
19638,True
29837,Fake
34439,Fake
36763,Fake
23652,Fake
5494,True
24635,Fake
5852,True
15700,True
44726,Fake
12327,True
14374,True
6133,True
28517,Fake
36636,Fake
39769,Fake
37219,Fake
42668,Fake
33983,Fake
14244,True
37338,Fake
35734,Fake
44549,Fake
25495,Fake
10645,True
14831,True
36644,Fake
32630,Fake
35208,Fake
32729,Fake
25171,Fake
34540,Fake
31307,Fake
13146,True
43099,Fake
23801,Fake
15324,True
28214,Fake
40689,Fake
41316,Fake
5477,True
13121,True
5621,True
3284,True
25461,Fake
185,True
9859,True
20804,True
33656,Fake
41890,Fake
24687,Fake
2525,True
3686,True
34894,Fake
35509,Fake
17207,True
36472,Fake
31139,Fake
1593,True
6531,True
742,True
30122,Fake
30448,Fake
13084,True
44654,Fake
20462,True
13348,True
37148,Fake
12130,True
4498,True
14361,True
39358,Fake
30281,Fake
9897,True
27319,Fake
42005,Fake
7468,True
40292,Fake
16213,True
9708,True
35546,Fake
18762,True
34472,Fake
1057,True
32816,Fake
38377,Fake
6781,True
11329,True
28742,Fake
44465,Fake
42118,Fake
13087,True
25119,Fake
33561,Fake
30441,Fake
26769,Fake
26663,Fake
23140,Fake
43436,Fake
32928,Fake
38286,Fake
36247,Fake
2455,True
15994,True
44098,Fake
12982,True
15872,True
17077,True
4793,True
22004,Fake
21404,True
25537,Fake
31924,Fake
38118,Fake
42575,Fake
16414,True
1020,True
31131,Fake
18705,True
38990,Fake
38251,Fake
41381,Fake
15274,True
13557,True
16380,True
10001,True
9009,True
42494,Fake
11016,True
37367,Fake
36513,Fake
41041,Fake
32323,Fake
13725,True
21944,Fake
30347,Fake
11781,True
3508,True
40850,Fake
3466,True
29710,Fake
32226,Fake
3833,True
25571,Fake
35245,Fake
7914,True
6255,True
34201,Fake
8289,True
34734,Fake
32201,Fake
9587,True
2417,True
4346,True
31370,Fake
3075,True
39788,Fake
14236,True
7180,True
41710,Fake
8245,True
42797,Fake
13793,True
32645,Fake
25810,Fake
14331,True
23055,Fake
9719,True
40765,Fake
38559,Fake
13061,True
7441,True
19509,True
22110,Fake
43270,Fake
40113,Fake
4788,True
22171,Fake
23755,Fake
11731,True
5737,True
19691,True
1315,True
27704,Fake
38067,Fake
43464,Fake
13273,True
35957,Fake
33312,Fake
14594,True
31189,Fake
37580,Fake
8302,True
33125,Fake
36831,Fake
37748,Fake
14338,True
27817,Fake
36505,Fake
18466,True
33836,Fake
20454,True
11089,True
16057,True
26497,Fake
5416,True
17201,True
3004,True
35448,Fake
22609,Fake
6542,True
909,True
9808,True
33429,Fake
14794,True
29706,Fake
3684,True
9877,True
43566,Fake
22948,Fake
8902,True
38473,Fake
9494,True
27589,Fake
39990,Fake
39043,Fake
36000,Fake
4047,True
34954,Fake
34693,Fake
28989,Fake
4905,True
43709,Fake
2407,True
33546,Fake
15979,True
19671,True
10879,True
43410,Fake
36243,Fake
41857,Fake
27601,Fake
28101,Fake
22563,Fake
15800,True
10882,True
16429,True
38981,Fake
3726,True
34344,Fake
874,True
6816,True
31296,Fake
37533,Fake
19837,True
37205,Fake
22232,Fake
20680,True
35265,Fake
8653,True
20275,True
21621,Fake
25293,Fake
2987,True
19883,True
24995,Fake
9466,True
2331,True
22829,Fake
39975,Fake
22263,Fake
6991,True
6832,True
30208,Fake
11565,True
39626,Fake
24022,Fake
8634,True
3984,True
1632,True
831,True
13267,True
37819,Fake
3014,True
7802,True
26631,Fake
23589,Fake
19535,True
3242,True
22170,Fake
13684,True
38980,Fake
6228,True
40685,Fake
319,True
38431,Fake
36978,Fake
20822,True
10993,True
41938,Fake
8839,True
11230,True
25213,Fake
39797,Fake
12556,True
29593,Fake
8835,True
38357,Fake
36352,Fake
8907,True
9680,True
12828,True
2325,True
1386,True
21271,True
36918,Fake
40709,Fake
4022,True
11307,True
3695,True
35777,Fake
37586,Fake
8237,True
6958,True
41717,Fake
37941,Fake
8568,True
27226,Fake
4864,True
4948,True
2232,True
43884,Fake
32136,Fake
25022,Fake
34017,Fake
23813,Fake
14885,True
18750,True
14749,True
30423,Fake
17092,True
32823,Fake
10868,True
23912,Fake
26840,Fake
29414,Fake
13775,True
39499,Fake
40815,Fake
12890,True
10971,True
27652,Fake
31048,Fake
23875,Fake
8837,True
18495,True
38848,Fake
19613,True
12185,True
38252,Fake
3394,True
4552,True
43360,Fake
23561,Fake
21386,True
6093,True
32681,Fake
14333,True
29627,Fake
13533,True
9249,True
23129,Fake
37787,Fake
35608,Fake
43338,Fake
11914,True
7306,True
44181,Fake
34874,Fake
9981,True
2419,True
31150,Fake
6749,True
40926,Fake
41753,Fake
38089,Fake
39102,Fake
29734,Fake
22870,Fake
25987,Fake
11483,True
20713,True
1731,True
44747,Fake
22595,Fake
43524,Fake
10847,True
24244,Fake
33343,Fake
31771,Fake
40206,Fake
39715,Fake
4219,True
23531,Fake
17393,True
32365,Fake
22699,Fake
23249,Fake
21818,Fake
17959,True
23369,Fake
27786,Fake
20450,True
6750,True
1507,True
14187,True
14852,True
3715,True
6416,True
19877,True
15336,True
2794,True
38171,Fake
3572,True
5701,True
10018,True
36915,Fake
407,True
31528,Fake
6104,True
19530,True
5383,True
31250,Fake
5512,True
8029,True
20039,True
40308,Fake
33448,Fake
9699,True
2085,True
3853,True
23319,Fake
7382,True
19216,True
4578,True
36692,Fake
33007,Fake
8262,True
17250,True
8741,True
13960,True
39200,Fake
41617,Fake
26198,Fake
29175,Fake
43856,Fake
16233,True
34271,Fake
35808,Fake
10324,True
11724,True
19037,True
18235,True
9092,True
12379,True
42412,Fake
9693,True
6474,True
7604,True
11741,True
10663,True
38406,Fake
13491,True
12369,True
16905,True
26905,Fake
35501,Fake
29202,Fake
33753,Fake
32661,Fake
30032,Fake
7774,True
26139,Fake
7495,True
25243,Fake
98,True
34181,Fake
17045,True
27388,Fake
13660,True
7991,True
20085,True
28436,Fake
36694,Fake
15623,True
15606,True
5229,True
10488,True
30283,Fake
34548,Fake
10960,True
29524,Fake
37037,Fake
24118,Fake
22619,Fake
16006,True
8819,True
7810,True
39808,Fake
20646,True
21839,Fake
15661,True
3648,True
20753,True
12214,True
32215,Fake
11487,True
7643,True
41998,Fake
23454,Fake
39929,Fake
7553,True
20801,True
1570,True
11680,True
34326,Fake
35753,Fake
28977,Fake
19048,True
31050,Fake
43522,Fake
27077,Fake
42972,Fake
39051,Fake
8382,True
1298,True
8578,True
39879,Fake
19116,True
43162,Fake
35625,Fake
11835,True
5341,True
32287,Fake
1042,True
24030,Fake
33810,Fake
14892,True
22378,Fake
27504,Fake
26525,Fake
12720,True
24246,Fake
25496,Fake
21557,Fake
22210,Fake
1767,True
10353,True
39184,Fake
9168,True
15286,True
33994,Fake
31943,Fake
1466,True
13975,True
36462,Fake
32722,Fake
27019,Fake
2766,True
1953,True
1422,True
15007,True
40496,Fake
42163,Fake
31815,Fake
37305,Fake
17046,True
3213,True
13487,True
32931,Fake
30549,Fake
14613,True
36260,Fake
25125,Fake
14787,True
13631,True
16416,True
7918,True
41446,Fake
16815,True
30678,Fake
22444,Fake
40745,Fake
36192,Fake
41610,Fake
4106,True
31727,Fake
36710,Fake
21548,Fake
10735,True
4855,True
10256,True
17232,True
32613,Fake
14287,True
17473,True
33942,Fake
11459,True
26503,Fake
38681,Fake
37216,Fake
26702,Fake
40065,Fake
10898,True
39426,Fake
28401,Fake
11645,True
29990,Fake
33756,Fake
32529,Fake
29345,Fake
23240,Fake
41458,Fake
15277,True
34814,Fake
14382,True
29329,Fake
12801,True
28373,Fake
37166,Fake
18507,True
6268,True
31644,Fake
37517,Fake
39374,Fake
25470,Fake
621,True
24103,Fake
1884,True
23636,Fake
30136,Fake
4708,True
37125,Fake
39395,Fake
43324,Fake
9258,True
19327,True
30155,Fake
23783,Fake
39304,Fake
21776,Fake
26592,Fake
24446,Fake
43553,Fake
35153,Fake
27976,Fake
10432,True
18170,True
15510,True
12541,True
12984,True
34779,Fake
31155,Fake
13346,True
6129,True
14431,True
43890,Fake
2753,True
6128,True
15863,True
17105,True
26230,Fake
21950,Fake
28788,Fake
37193,Fake
34216,Fake
11744,True
38223,Fake
39775,Fake
39734,Fake
43025,Fake
21293,True
9933,True
5418,True
17217,True
10155,True
20813,True
8100,True
9748,True
7567,True
12237,True
29489,Fake
14137,True
12407,True
44371,Fake
44299,Fake
39809,Fake
29192,Fake
4007,True
11922,True
13818,True
16145,True
2135,True
28025,Fake
1946,True
12326,True
41265,Fake
41540,Fake
43043,Fake
42361,Fake
1461,True
37724,Fake
32359,Fake
19438,True
13502,True
4237,True
9661,True
11612,True
15939,True
19199,True
35718,Fake
27547,Fake
14715,True
9565,True
17796,True
28365,Fake
14448,True
2866,True
34068,Fake
10773,True
41863,Fake
34889,Fake
25606,Fake
12693,True
21005,True
13999,True
40732,Fake
24113,Fake
7796,True
38467,Fake
25583,Fake
43852,Fake
15435,True
24070,Fake
6184,True
11940,True
36826,Fake
1214,True
11462,True
39618,Fake
40915,Fake
26056,Fake
39489,Fake
28553,Fake
26415,Fake
42616,Fake
42398,Fake
20033,True
36990,Fake
31236,Fake
29144,Fake
1172,True
9082,True
32203,Fake
29469,Fake
20013,True
19318,True
28715,Fake
25267,Fake
6108,True
30991,Fake
37319,Fake
38831,Fake
41477,Fake
15981,True
24682,Fake
22288,Fake
21032,True
40622,Fake
14932,True
574,True
6862,True
37972,Fake
15394,True
14603,True
22837,Fake
37744,Fake
3815,True
4883,True
10400,True
3759,True
37812,Fake
33320,Fake
33131,Fake
21406,True
11084,True
28380,Fake
20446,True
43891,Fake
18985,True
40198,Fake
30014,Fake
13163,True
3306,True
24356,Fake
37360,Fake
24029,Fake
21963,Fake
10118,True
14955,True
32537,Fake
13289,True
2665,True
35132,Fake
10455,True
7930,True
771,True
13915,True
26799,Fake
35668,Fake
10508,True
1130,True
23962,Fake
3058,True
13978,True
4810,True
44211,Fake
8180,True
11410,True
35707,Fake
31801,Fake
12324,True
1138,True
27894,Fake
37567,Fake
21026,True
17349,True
9891,True
17329,True
28830,Fake
1201,True
29360,Fake
28885,Fake
37247,Fake
8326,True
43620,Fake
19944,True
41500,Fake
9044,True
2537,True
6445,True
23219,Fake
28301,Fake
28953,Fake
4964,True
2037,True
5514,True
8664,True
16322,True
7505,True
26311,Fake
14000,True
19166,True
10066,True
6618,True
32273,Fake
17711,True
29476,Fake
2512,True
42855,Fake
6377,True
29307,Fake
27142,Fake
8187,True
31506,Fake
11732,True
42236,Fake
30009,Fake
27198,Fake
31029,Fake
35700,Fake
39860,Fake
16454,True
2965,True
2067,True
32321,Fake
18981,True
24907,Fake
3462,True
28376,Fake
2113,True
27570,Fake
25364,Fake
23603,Fake
26187,Fake
32408,Fake
31560,Fake
28954,Fake
9555,True
24129,Fake
18332,True
9550,True
9366,True
25104,Fake
14839,True
28744,Fake
22516,Fake
1688,True
9858,True
39909,Fake
32162,Fake
6920,True
31097,Fake
28546,Fake
23258,Fake
43527,Fake
8579,True
26906,Fake
27035,Fake
35329,Fake
5922,True
36848,Fake
34401,Fake
16179,True
15451,True
14100,True
278,True
2801,True
32740,Fake
25587,Fake
11127,True
18156,True
27950,Fake
32196,Fake
16532,True
43373,Fake
20672,True
25456,Fake
22985,Fake
43050,Fake
19262,True
20227,True
23936,Fake
36667,Fake
25984,Fake
29932,Fake
30481,Fake
40022,Fake
27509,Fake
36060,Fake
22468,Fake
5226,True
29923,Fake
8834,True
19909,True
711,True
4581,True
27398,Fake
44635,Fake
14093,True
40749,Fake
39300,Fake
36664,Fake
17631,True
2070,True
18724,True
7334,True
29893,Fake
28133,Fake
28636,Fake
34972,Fake
23409,Fake
42765,Fake
651,True
8365,True
17015,True
32307,Fake
23451,Fake
39152,Fake
27608,Fake
38844,Fake
3810,True
38135,Fake
8343,True
38285,Fake
22477,Fake
37152,Fake
42463,Fake
2167,True
24270,Fake
29850,Fake
15585,True
19454,True
11119,True
28856,Fake
8389,True
40637,Fake
42956,Fake
35490,Fake
15448,True
44567,Fake
33377,Fake
30220,Fake
28271,Fake
30685,Fake
20207,True
5435,True
20256,True
43439,Fake
7100,True
17339,True
36138,Fake
15607,True
36366,Fake
28786,Fake
43408,Fake
15032,True
28960,Fake
24127,Fake
43123,Fake
34320,Fake
21455,Fake
29160,Fake
3201,True
13334,True
11845,True
34840,Fake
39485,Fake
25458,Fake
43757,Fake
12601,True
9013,True
326,True
9656,True
34627,Fake
2538,True
32390,Fake
19378,True
36699,Fake
7215,True
24622,Fake
34361,Fake
17725,True
26413,Fake
6850,True
1014,True
29234,Fake
19845,True
38875,Fake
31773,Fake
23735,Fake
15995,True
38818,Fake
31164,Fake
24855,Fake
20473,True
6272,True
43246,Fake
7575,True
38791,Fake
24816,Fake
29777,Fake
36147,Fake
14423,True
44799,Fake
42599,Fake
8672,True
36466,Fake
18187,True
25009,Fake
18025,True
36604,Fake
388,True
35457,Fake
42345,Fake
32699,Fake
25436,Fake
38146,Fake
6410,True
24548,Fake
461,True
29502,Fake
2616,True
8210,True
42834,Fake
8393,True
4613,True
37767,Fake
42024,Fake
27521,Fake
5162,True
41338,Fake
20290,True
515,True
2003,True
30634,Fake
14762,True
21997,Fake
15934,True
27768,Fake
24811,Fake
27656,Fake
10642,True
30034,Fake
9459,True
35445,Fake
6325,True
19191,True
13834,True
27837,Fake
395,True
43520,Fake
30357,Fake
2666,True
23811,Fake
31721,Fake
19508,True
22781,Fake
5501,True
35955,Fake
28730,Fake
21328,True
4184,True
10211,True
4724,True
26782,Fake
35633,Fake
40841,Fake
41111,Fake
21509,Fake
14711,True
39410,Fake
9907,True
9176,True
25140,Fake
20262,True
1022,True
4776,True
7554,True
150,True
27956,Fake
11310,True
27620,Fake
35045,Fake
30282,Fake
15540,True
27809,Fake
5368,True
10703,True
21499,Fake
28717,Fake
28921,Fake
4800,True
1262,True
28579,Fake
15401,True
33589,Fake
40748,Fake
25714,Fake
4057,True
38161,Fake
2999,True
1258,True
24187,Fake
43054,Fake
24585,Fake
24163,Fake
29636,Fake
6940,True
42879,Fake
18955,True
10310,True
4470,True
10068,True
36278,Fake
8916,True
40111,Fake
25636,Fake
6719,True
41263,Fake
6989,True
29330,Fake
32004,Fake
14536,True
5140,True
38971,Fake
37872,Fake
20910,True
1069,True
35411,Fake
27604,Fake
4488,True
1637,True
31192,Fake
8801,True
43393,Fake
41988,Fake
31298,Fake
21133,True
39297,Fake
44455,Fake
8702,True
40069,Fake
17434,True
12581,True
44787,Fake
8888,True
7499,True
28550,Fake
2977,True
40121,Fake
5870,True
19843,True
5883,True
6472,True
19777,True
351,True
7937,True
18557,True
2216,True
20688,True
37652,Fake
35416,Fake
38868,Fake
43616,Fake
5937,True
31247,Fake
26316,Fake
43137,Fake
43991,Fake
21808,Fake
15588,True
38036,Fake
26052,Fake
14867,True
4159,True
13958,True
26979,Fake
32121,Fake
9496,True
7041,True
27984,Fake
32639,Fake
27272,Fake
36587,Fake
33383,Fake
35461,Fake
35282,Fake
43376,Fake
28753,Fake
14298,True
35746,Fake
43776,Fake
7685,True
28660,Fake
29404,Fake
39726,Fake
13567,True
11179,True
17825,True
10367,True
2568,True
13234,True
11956,True
26,True
35909,Fake
18836,True
40651,Fake
44729,Fake
21466,Fake
17426,True
31951,Fake
19297,True
38075,Fake
43341,Fake
20372,True
37983,Fake
11450,True
10884,True
3779,True
21089,True
14011,True
3398,True
36886,Fake
37697,Fake
25648,Fake
33885,Fake
30414,Fake
32266,Fake
31177,Fake
43446,Fake
11792,True
1378,True
27354,Fake
16480,True
29408,Fake
5314,True
32271,Fake
16553,True
43223,Fake
21625,Fake
5426,True
31995,Fake
22417,Fake
42682,Fake
34047,Fake
7025,True
6519,True
19884,True
38290,Fake
20198,True
38066,Fake
4030,True
805,True
22200,Fake
10803,True
12410,True
23655,Fake
6801,True
15548,True
27802,Fake
20309,True
28869,Fake
14622,True
463,True
26522,Fake
24307,Fake
294,True
22717,Fake
29092,Fake
14281,True
23473,Fake
11403,True
2551,True
15128,True
20349,True
10089,True
3129,True
19301,True
13168,True
24707,Fake
13161,True
3122,True
36448,Fake
12220,True
4414,True
43973,Fake
2727,True
25166,Fake
32768,Fake
13948,True
21583,Fake
39123,Fake
30192,Fake
23692,Fake
21539,Fake
36646,Fake
41140,Fake
17806,True
32145,Fake
38877,Fake
27149,Fake
42394,Fake
7516,True
4149,True
39144,Fake
39241,Fake
15073,True
22281,Fake
12933,True
2252,True
17781,True
15281,True
36575,Fake
18585,True
39985,Fake
19882,True
30527,Fake
11808,True
8512,True
27308,Fake
5787,True
15043,True
30674,Fake
12139,True
36832,Fake
41233,Fake
43021,Fake
28562,Fake
44770,Fake
32571,Fake
10347,True
29231,Fake
36597,Fake
3017,True
3734,True
17289,True
12313,True
28983,Fake
27023,Fake
22006,Fake
26317,Fake
35069,Fake
31045,Fake
27690,Fake
23841,Fake
19504,True
23943,Fake
34442,Fake
760,True
41434,Fake
26157,Fake
5527,True
44390,Fake
14841,True
26466,Fake
17451,True
25986,Fake
28315,Fake
44856,Fake
19223,True
36565,Fake
30420,Fake
3218,True
30673,Fake
19071,True
43560,Fake
38008,Fake
41986,Fake
30085,Fake
2835,True
34888,Fake
15802,True
33177,Fake
40454,Fake
14511,True
27883,Fake
2902,True
5572,True
4196,True
32457,Fake
42203,Fake
6459,True
15143,True
16625,True
39704,Fake
29435,Fake
14714,True
15186,True
21826,Fake
21985,Fake
33364,Fake
40353,Fake
8423,True
11380,True
32676,Fake
29274,Fake
644,True
24689,Fake
1543,True
12465,True
4871,True
42035,Fake
23297,Fake
15731,True
22289,Fake
35270,Fake
11787,True
25817,Fake
7779,True
36125,Fake
40994,Fake
38706,Fake
15406,True
4368,True
19033,True
31872,Fake
29696,Fake
38195,Fake
39737,Fake
28304,Fake
6131,True
44039,Fake
41906,Fake
9131,True
42805,Fake
16135,True
42295,Fake
41156,Fake
5116,True
42237,Fake
33606,Fake
9238,True
16691,True
7067,True
38436,Fake
11186,True
36551,Fake
30825,Fake
5647,True
21317,True
2285,True
15470,True
19640,True
28403,Fake
6036,True
5880,True
11811,True
21227,True
41573,Fake
339,True
12458,True
11608,True
27441,Fake
35857,Fake
41085,Fake
29090,Fake
37535,Fake
29171,Fake
3360,True
17821,True
42278,Fake
11326,True
12966,True
28309,Fake
7653,True
2830,True
17785,True
24598,Fake
121,True
16154,True
34244,Fake
13105,True
5655,True
17507,True
38647,Fake
24271,Fake
32972,Fake
350,True
27759,Fake
38548,Fake
17194,True
24528,Fake
38867,Fake
1521,True
16384,True
14325,True
26778,Fake
44634,Fake
41969,Fake
38104,Fake
34065,Fake
42922,Fake
40544,Fake
1892,True
5367,True
31084,Fake
37745,Fake
37922,Fake
31974,Fake
13031,True
22018,Fake
10330,True
29810,Fake
32944,Fake
7816,True
9311,True
21515,Fake
32413,Fake
37312,Fake
2743,True
9444,True
36387,Fake
37932,Fake
21034,True
36746,Fake
28802,Fake
2337,True
30561,Fake
40663,Fake
2527,True
22335,Fake
39582,Fake
25523,Fake
17975,True
2712,True
38305,Fake
11694,True
1604,True
26277,Fake
5738,True
19088,True
32370,Fake
37282,Fake
42397,Fake
23313,Fake
3404,True
35379,Fake
22544,Fake
33918,Fake
31112,Fake
22197,Fake
22894,Fake
27530,Fake
36457,Fake
18865,True
41311,Fake
10615,True
40616,Fake
15480,True
33932,Fake
34323,Fake
2739,True
16568,True
39309,Fake
31343,Fake
41948,Fake
39376,Fake
28022,Fake
15653,True
11191,True
31637,Fake
7702,True
37009,Fake
30091,Fake
4565,True
39003,Fake
43607,Fake
28173,Fake
26992,Fake
11855,True
39463,Fake
15224,True
28358,Fake
12596,True
11627,True
43541,Fake
24409,Fake
34267,Fake
5660,True
40489,Fake
32428,Fake
38648,Fake
18470,True
5048,True
678,True
27408,Fake
40517,Fake
37038,Fake
12689,True
19139,True
17926,True
17052,True
41776,Fake
28781,Fake
7929,True
1816,True
30353,Fake
3709,True
16967,True
39953,Fake
12938,True
38793,Fake
16084,True
23992,Fake
8874,True
35954,Fake
15849,True
18288,True
3571,True
10850,True
5214,True
21221,True
40135,Fake
26380,Fake
25709,Fake
2011,True
36438,Fake
29451,Fake
37500,Fake
2362,True
533,True
18184,True
10459,True
33694,Fake
3865,True
16844,True
9571,True
30691,Fake
9330,True
11505,True
39496,Fake
9167,True
16609,True
42771,Fake
26933,Fake
19405,True
12718,True
4480,True
42001,Fake
28950,Fake
25668,Fake
11494,True
30538,Fake
32595,Fake
42204,Fake
19780,True
35905,Fake
30104,Fake
33044,Fake
25546,Fake
12181,True
25947,Fake
35339,Fake
21475,Fake
22726,Fake
19407,True
25191,Fake
35264,Fake
43283,Fake
42097,Fake
16258,True
18112,True
35940,Fake
12788,True
15212,True
22285,Fake
11854,True
43599,Fake
42691,Fake
36897,Fake
4780,True
19755,True
15935,True
10504,True
41693,Fake
8582,True
15269,True
24110,Fake
122,True
42665,Fake
16951,True
4018,True
21311,True
40763,Fake
5567,True
16656,True
7513,True
35783,Fake
39441,Fake
834,True
34549,Fake
44513,Fake
7249,True
44159,Fake
38847,Fake
11159,True
33512,Fake
40272,Fake
15152,True
10190,True
11370,True
17998,True
26175,Fake
6725,True
34022,Fake
33045,Fake
24198,Fake
15403,True
36437,Fake
41680,Fake
8942,True
43474,Fake
31256,Fake
14789,True
42959,Fake
16607,True
40648,Fake
24797,Fake
21205,True
18934,True
69,True
18732,True
14304,True
13293,True
2983,True
19851,True
42521,Fake
22155,Fake
3797,True
8593,True
20894,True
44215,Fake
16963,True
6202,True
44310,Fake
12725,True
37151,Fake
40252,Fake
1751,True
24413,Fake
20492,True
15639,True
14521,True
21074,True
35425,Fake
23934,Fake
30327,Fake
9850,True
6281,True
39630,Fake
11931,True
23126,Fake
18678,True
25736,Fake
42787,Fake
17070,True
23902,Fake
34572,Fake
12334,True
42202,Fake
35564,Fake
40063,Fake
42193,Fake
12593,True
7323,True
31423,Fake
26069,Fake
20327,True
34773,Fake
44256,Fake
21109,True
38385,Fake
36091,Fake
14290,True
41303,Fake
13274,True
3583,True
21940,Fake
7004,True
202,True
11507,True
6142,True
22248,Fake
39655,Fake
38762,Fake
32664,Fake
23151,Fake
38638,Fake
29227,Fake
5809,True
27000,Fake
41188,Fake
9026,True
30092,Fake
31533,Fake
25694,Fake
20846,True
20202,True
21193,True
17208,True
25848,Fake
10841,True
21352,True
42892,Fake
4171,True
21966,Fake
41536,Fake
37576,Fake
9053,True
14046,True
37180,Fake
11965,True
16427,True
38294,Fake
1465,True
3890,True
32348,Fake
24731,Fake
7911,True
15103,True
15701,True
9433,True
41679,Fake
11421,True
24257,Fake
1048,True
6188,True
7190,True
12353,True
42866,Fake
40026,Fake
10730,True
27989,Fake
32334,Fake
11506,True
43289,Fake
36974,Fake
18844,True
26795,Fake
38510,Fake
40917,Fake
25252,Fake
14239,True
23824,Fake
26885,Fake
26488,Fake
22732,Fake
26058,Fake
2777,True
35311,Fake
22101,Fake
1881,True
14059,True
33435,Fake
7526,True
35615,Fake
35813,Fake
8946,True
37287,Fake
40814,Fake
33610,Fake
37754,Fake
28837,Fake
43110,Fake
7428,True
32043,Fake
3140,True
42235,Fake
6375,True
7497,True
8473,True
38775,Fake
22223,Fake
10011,True
